%
% Convert TDMS to ASCII v1.2 
% File created on 10-4-2026 16:22:10
%
% For Matlab use: 
Input=dlmread('08 3 s1000 cavitation50.dat','\t',[8 0 32817 5])

Time     	ch 0     	ch 1     	ch 2     	ch 3     	ch 4     	
0.0426562500	-1.0093055000	0.2916819000	-1.7044354000	0.3171959000	-0.0531375029
0.0428125000	0.2044411000	1.3457943000	-1.5447249000	-0.6091221000	-0.1517489507
0.0429687500	-0.8496020000	-0.1555173000	0.2440327000	0.9240939000	0.1331343593
0.0431250000	0.9710179000	-0.2194029000	-1.8002617000	0.7643839000	0.0805693993
0.0432812500	0.9390772000	-1.7207145000	-1.7363775000	2.2656579000	-0.1589453440
0.0434375000	0.2044411000	0.8666523000	-0.9378250000	-0.7368901000	-0.0585087240
0.0435937500	1.5140098000	1.3457943000	-2.2793932000	1.2754559000	0.2843629149
0.0437500000	1.3543063000	-0.2513457000	-0.1392725000	-0.6730061000	0.3733270238
0.0439062500	0.1086190000	-0.0596889000	-0.0434462000	-0.3216441000	0.0693054793
0.0440625000	0.4599667000	0.8347095000	1.1703536000	2.5850779000	0.0014090726
0.0442187500	-1.0412462000	-0.2832885000	-0.4267514000	-2.2701061000	0.1956073971
0.0443750000	-0.3385508000	-0.2194029000	0.2440327000	0.5727319000	0.2096872971
0.0445312500	-1.1051276000	0.5472243000	1.4258904000	0.7963259000	0.1519597071
0.0446875000	1.1626621000	-0.4430025000	-0.2350988000	-0.6730061000	0.2056719182
0.0448437500	0.8432551000	0.9624807000	0.4676274000	1.6268179000	0.3898578693
0.0450000000	1.0668400000	1.0263663000	-0.8419987000	-0.9924261000	0.2091658193
0.0451562500	0.8751958000	-0.3471741000	-0.9058829000	0.3810799000	-0.1866879618
0.0453125000	-0.6260171000	-1.6248861000	-0.9378250000	0.4769059000	-0.2369062718
0.0454687500	0.3960853000	-0.3471741000	-0.4586935000	-1.9506861000	-0.0196064818
0.0456250000	-0.4343729000	-0.3791169000	-1.5127828000	2.1059479000	-0.1353745485
0.0457812500	-1.1370683000	-1.8804285000	-0.3628672000	0.1255439000	-0.1934150251
0.0459375000	-0.2427287000	-0.8902017000	-0.0753883000	-0.1299921000	0.0777012715
0.0460937500	0.5238481000	1.1860803000	-0.0115041000	2.1698319000	0.3187283004
0.0462500000	0.3002632000	-0.9540873000	-0.0753883000	-1.3757301000	0.0968395060
0.0464062500	0.3641446000	-1.4332293000	2.2244429000	1.4671079000	0.0248234249
0.0465625000	-1.8717044000	-0.8582589000	0.6592800000	-2.0784541000	0.0540261804
0.0467187500	1.1946028000	-0.0916317000	0.9467589000	0.1255439000	-0.1037729951
0.0468750000	-3.3090359000	-0.7304877000	2.0647324000	-0.9285421000	-0.1424666462
0.0470312500	-0.8815427000	0.2597391000	1.6494851000	-2.1103961000	0.1684384049
0.0471875000	-2.5105184000	1.3457943000	1.2342378000	-0.4494121000	0.1625978538
0.0473437500	0.3002632000	-1.6248861000	2.5438639000	0.4130219000	-0.1135246296
