%
% Convert TDMS to ASCII v1.2 
% File created on 10-4-2026 16:22:06
%
% For Matlab use: 
Input=dlmread('01 1 s700 healthy.dat','\t',[8 0 32817 5])

Time     	ch 0     	ch 1     	ch 2     	ch 3     	ch 4     	
0.0234375000	-0.6579578000	0.8666523000	-1.2572460000	0.6366159000	0.0139766871
0.0235937500	0.9710179000	1.0263663000	0.1482064000	0.2533119000	0.0335842515
0.0237500000	-0.8496020000	-1.9762569000	-1.3211302000	-0.0341661000	0.0028692104
0.0239062500	0.5238481000	-1.0818585000	-0.4906356000	-0.0980501000	-0.0433337207
0.0240625000	-0.3385508000	0.4194531000	-1.2253039000	0.0297179000	-0.0057351729
0.0242187500	0.0766783000	0.0680823000	-0.3309251000	-0.1619341000	-0.0299838896
0.0243750000	-0.1788473000	-0.6346593000	-1.7683196000	0.3810799000	0.0012004815
0.0245312500	-0.4663136000	1.7291079000	-1.0017092000	-0.3855281000	0.0084490226
0.0246875000	0.0447376000	-0.0596889000	-1.3530723000	0.2213699000	0.0103263426
0.0248437500	-0.0191438000	0.2597391000	-1.6405512000	0.5727319000	0.0352529804
0.0250000000	-0.1788473000	0.1000251000	-1.2253039000	0.5088479000	0.0354094238
0.0251562500	0.3960853000	1.5693939000	-0.9378250000	0.9240939000	0.0347836504
0.0253125000	0.3322039000	0.4194531000	-0.3948093000	0.6685579000	0.1047659682
0.0254687500	0.5557888000	1.0902519000	-0.9378250000	0.8602099000	0.0878179404
0.0256250000	-0.3066101000	0.6430527000	-0.6503461000	-0.5132961000	0.1417908904
0.0257812500	0.5557888000	0.5791671000	-1.0017092000	1.3073979000	0.1336558371
0.0259375000	0.2683225000	0.2277963000	-1.4169565000	-0.3855281000	0.1120666571
0.0260937500	0.3641446000	1.0902519000	-0.7781145000	1.7545859000	0.0364002315
0.0262500000	0.3322039000	0.4194531000	-1.5127828000	-0.1938761000	0.0152282338
0.0264062500	-0.0510845000	0.2597391000	-1.4808407000	1.4351659000	0.0037035749
0.0265625000	0.3960853000	0.1958535000	-0.9058829000	-0.0341661000	-0.0316526185
0.0267187500	0.3322039000	0.8347095000	-1.1614197000	0.5088479000	-0.0017719418
0.0268750000	0.2044411000	0.8985951000	-1.7683196000	0.0936019000	-0.0978802962
0.0270312500	0.5877295000	1.3777371000	-1.0017092000	0.0616599000	-0.0923526318
0.0271875000	-0.8815427000	0.3555675000	-2.2793932000	0.2213699000	-0.0859906029
0.0273437500	0.6835516000	0.6749955000	-1.0655934000	0.1255439000	-0.0111585418
0.0275000000	-0.5621357000	-0.1235745000	-0.6822882000	1.4351659000	-0.0436466074
0.0276562500	0.6196702000	1.0902519000	-1.2572460000	-0.1299921000	-0.0458368140
0.0278125000	-0.0510845000	0.3236247000	-1.7044354000	2.0101219000	-0.0439073462
